STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN020040900,"MADRAS MINAMBAKKAM, IN",27-04-2020,0.12,88,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",28-04-2020,0,89,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",29-04-2020,,88,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-04-2020,,89,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",01-05-2020,,90,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",02-05-2020,,89,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",03-05-2020,,89,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",04-05-2020,,89,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",05-05-2020,,90,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",06-05-2020,,89,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",07-05-2020,,90,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",08-05-2020,,90,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",09-05-2020,,90,101,83
IN020040900,"MADRAS MINAMBAKKAM, IN",10-05-2020,,89,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-05-2020,,89,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",12-05-2020,0,87,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-05-2020,,89,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",14-05-2020,,89,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-05-2020,,90,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",16-05-2020,,90,,84
IN020040900,"MADRAS MINAMBAKKAM, IN",17-05-2020,,90,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",18-05-2020,,90,,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-05-2020,0.2,95,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",20-05-2020,0,95,,88
IN020040900,"MADRAS MINAMBAKKAM, IN",21-05-2020,,93,108,86
IN020040900,"MADRAS MINAMBAKKAM, IN",22-05-2020,,93,108,84
IN020040900,"MADRAS MINAMBAKKAM, IN",23-05-2020,,91,106,85
IN020040900,"MADRAS MINAMBAKKAM, IN",24-05-2020,,90,102,85
IN020040900,"MADRAS MINAMBAKKAM, IN",25-05-2020,,91,,85
IN020040900,"MADRAS MINAMBAKKAM, IN",26-05-2020,,92,,85
IN020040900,"MADRAS MINAMBAKKAM, IN",27-05-2020,,91,99,85
IN020040900,"MADRAS MINAMBAKKAM, IN",28-05-2020,,92,,86
IN020040900,"MADRAS MINAMBAKKAM, IN",29-05-2020,,92,,83
IN020040900,"MADRAS MINAMBAKKAM, IN",30-05-2020,,91,104,85
IN020040900,"MADRAS MINAMBAKKAM, IN",31-05-2020,,90,102,84
IN020040900,"MADRAS MINAMBAKKAM, IN",01-06-2020,,90,100,84
IN020040900,"MADRAS MINAMBAKKAM, IN",02-06-2020,,91,,84
IN020040900,"MADRAS MINAMBAKKAM, IN",03-06-2020,,91,100,84
IN020040900,"MADRAS MINAMBAKKAM, IN",04-06-2020,,92,,83
IN020040900,"MADRAS MINAMBAKKAM, IN",05-06-2020,,91,104,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-06-2020,,90,104,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-06-2020,,91,103,81
IN020040900,"MADRAS MINAMBAKKAM, IN",08-06-2020,,92,,84
IN020040900,"MADRAS MINAMBAKKAM, IN",09-06-2020,,91,103,84
IN020040900,"MADRAS MINAMBAKKAM, IN",10-06-2020,0,89,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-06-2020,0.08,85,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-06-2020,0.02,90,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",13-06-2020,0,92,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",14-06-2020,,93,,83
IN020040900,"MADRAS MINAMBAKKAM, IN",15-06-2020,,93,104,85
IN020040900,"MADRAS MINAMBAKKAM, IN",16-06-2020,,91,,85
IN020040900,"MADRAS MINAMBAKKAM, IN",17-06-2020,0,92,105,84
IN020040900,"MADRAS MINAMBAKKAM, IN",18-06-2020,,92,104,85
IN020040900,"MADRAS MINAMBAKKAM, IN",19-06-2020,,92,,85
IN020040900,"MADRAS MINAMBAKKAM, IN",20-06-2020,,91,105,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-06-2020,0,89,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-06-2020,0.08,88,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",23-06-2020,0.02,87,102,80
IN020040900,"MADRAS MINAMBAKKAM, IN",24-06-2020,0.01,88,101,79
IN020040900,"MADRAS MINAMBAKKAM, IN",25-06-2020,0,87,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",26-06-2020,0,88,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",27-06-2020,,88,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",28-06-2020,,86,,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-06-2020,,88,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",30-06-2020,0.08,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",01-07-2020,0,87,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",02-07-2020,0.28,86,94,80
IN020040900,"MADRAS MINAMBAKKAM, IN",03-07-2020,0.08,85,,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-07-2020,0.35,85,98,75
IN020040900,"MADRAS MINAMBAKKAM, IN",05-07-2020,0,87,92,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-07-2020,0,88,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",07-07-2020,,89,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",08-07-2020,0,87,101,79
IN020040900,"MADRAS MINAMBAKKAM, IN",09-07-2020,,87,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-07-2020,4.53,84,97,73
IN020040900,"MADRAS MINAMBAKKAM, IN",11-07-2020,0.75,85,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",12-07-2020,0,86,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-07-2020,2.95,85,99,73
IN020040900,"MADRAS MINAMBAKKAM, IN",14-07-2020,0,85,93,79
IN020040900,"MADRAS MINAMBAKKAM, IN",15-07-2020,,84,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",16-07-2020,0.08,84,90,77
IN020040900,"MADRAS MINAMBAKKAM, IN",17-07-2020,0.01,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",18-07-2020,0,86,92,80
IN020040900,"MADRAS MINAMBAKKAM, IN",19-07-2020,0.98,83,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-07-2020,0.67,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",21-07-2020,0,87,93,81
IN020040900,"MADRAS MINAMBAKKAM, IN",22-07-2020,,87,93,80
IN020040900,"MADRAS MINAMBAKKAM, IN",23-07-2020,,87,94,80
IN020040900,"MADRAS MINAMBAKKAM, IN",24-07-2020,,86,95,80
IN020040900,"MADRAS MINAMBAKKAM, IN",25-07-2020,,85,,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-07-2020,,85,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",27-07-2020,0.02,89,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",28-07-2020,0,84,,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-07-2020,0.98,80,97,74
IN020040900,"MADRAS MINAMBAKKAM, IN",30-07-2020,0.24,87,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",31-07-2020,0,87,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-08-2020,,85,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",02-08-2020,,84,,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-08-2020,0.63,84,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",04-08-2020,0.01,86,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",05-08-2020,0,86,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",06-08-2020,,87,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",07-08-2020,,88,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",08-08-2020,,86,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-08-2020,2.44,83,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-08-2020,0,86,92,78
IN020040900,"MADRAS MINAMBAKKAM, IN",11-08-2020,,86,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",12-08-2020,0.67,86,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-08-2020,0,86,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-08-2020,0.08,85,92,77
IN020040900,"MADRAS MINAMBAKKAM, IN",15-08-2020,0,85,90,78
IN020040900,"MADRAS MINAMBAKKAM, IN",16-08-2020,,86,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",17-08-2020,0,87,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",18-08-2020,0,87,95,81
IN020040900,"MADRAS MINAMBAKKAM, IN",19-08-2020,,86,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",20-08-2020,,87,94,82
IN020040900,"MADRAS MINAMBAKKAM, IN",21-08-2020,,88,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",22-08-2020,,86,95,81
IN020040900,"MADRAS MINAMBAKKAM, IN",23-08-2020,0,85,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-08-2020,,84,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",25-08-2020,,85,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",26-08-2020,,85,,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-08-2020,,85,,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-08-2020,0,86,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",29-08-2020,,87,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",30-08-2020,,87,97,81
IN020040900,"MADRAS MINAMBAKKAM, IN",31-08-2020,0.04,87,96,79
IN020040900,"MADRAS MINAMBAKKAM, IN",01-09-2020,0.16,84,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",02-09-2020,0,85,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",03-09-2020,0.04,85,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",04-09-2020,0.04,85,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",05-09-2020,0,85,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-09-2020,,85,,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-09-2020,,83,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-09-2020,0,86,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",09-09-2020,,82,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-09-2020,0,83,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",11-09-2020,,86,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",12-09-2020,0.01,82,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-09-2020,0.02,79,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-09-2020,0.98,81,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",15-09-2020,0.08,83,89,77
IN020040900,"MADRAS MINAMBAKKAM, IN",16-09-2020,0.02,84,,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-09-2020,0.79,84,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",18-09-2020,0,82,,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-09-2020,2.99,81,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",20-09-2020,0,81,87,77
IN020040900,"MADRAS MINAMBAKKAM, IN",21-09-2020,0,84,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",22-09-2020,,86,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",23-09-2020,,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",24-09-2020,,87,95,78
IN020040900,"MADRAS MINAMBAKKAM, IN",25-09-2020,,84,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-09-2020,,84,94,78
IN020040900,"MADRAS MINAMBAKKAM, IN",27-09-2020,,85,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-09-2020,,83,,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-09-2020,,81,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-09-2020,,82,95,74
IN020040900,"MADRAS MINAMBAKKAM, IN",01-10-2020,,84,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",02-10-2020,,87,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",03-10-2020,,87,96,79
IN020040900,"MADRAS MINAMBAKKAM, IN",04-10-2020,,87,94,81
IN020040900,"MADRAS MINAMBAKKAM, IN",05-10-2020,,88,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-10-2020,,88,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",07-10-2020,,86,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",08-10-2020,,87,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",09-10-2020,,83,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-10-2020,,81,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",11-10-2020,0,83,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",12-10-2020,,83,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",13-10-2020,,86,92,77
IN020040900,"MADRAS MINAMBAKKAM, IN",14-10-2020,,87,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",15-10-2020,,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",16-10-2020,,87,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-10-2020,0.2,83,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",18-10-2020,0.04,79,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-10-2020,0.35,84,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",20-10-2020,0.01,80,92,78
IN020040900,"MADRAS MINAMBAKKAM, IN",21-10-2020,0.24,82,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",22-10-2020,0.12,81,,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-10-2020,2.01,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",24-10-2020,0.01,83,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",25-10-2020,0.01,84,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",26-10-2020,0,84,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",27-10-2020,,83,92,78
IN020040900,"MADRAS MINAMBAKKAM, IN",28-10-2020,,80,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-10-2020,2.28,77,85,74
IN020040900,"MADRAS MINAMBAKKAM, IN",30-10-2020,0.12,82,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",31-10-2020,0,83,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",01-11-2020,,83,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",02-11-2020,,84,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",03-11-2020,,84,91,77
IN020040900,"MADRAS MINAMBAKKAM, IN",04-11-2020,0,82,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-11-2020,1.3,83,,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-11-2020,0.43,83,91,77
IN020040900,"MADRAS MINAMBAKKAM, IN",07-11-2020,0.91,80,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-11-2020,1.3,82,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",09-11-2020,0,81,88,73
IN020040900,"MADRAS MINAMBAKKAM, IN",10-11-2020,,80,88,70
IN020040900,"MADRAS MINAMBAKKAM, IN",11-11-2020,,78,87,75
IN020040900,"MADRAS MINAMBAKKAM, IN",12-11-2020,,78,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-11-2020,,83,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",14-11-2020,0.04,84,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",15-11-2020,0.51,80,90,74
IN020040900,"MADRAS MINAMBAKKAM, IN",16-11-2020,0.87,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-11-2020,1.14,80,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",18-11-2020,0.16,81,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-11-2020,0.02,83,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",20-11-2020,0,83,,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-11-2020,,82,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",22-11-2020,,82,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",23-11-2020,,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",24-11-2020,2.8,79,89,73
IN020040900,"MADRAS MINAMBAKKAM, IN",25-11-2020,5.79,79,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",26-11-2020,4.49,77,,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-11-2020,0.24,79,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",28-11-2020,0,82,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",29-11-2020,,81,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",30-11-2020,0.12,82,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",01-12-2020,0,81,87,71
IN020040900,"MADRAS MINAMBAKKAM, IN",02-12-2020,,80,85,74
IN020040900,"MADRAS MINAMBAKKAM, IN",03-12-2020,1.81,79,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",04-12-2020,2.28,79,81,73
IN020040900,"MADRAS MINAMBAKKAM, IN",05-12-2020,1.61,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",06-12-2020,0.83,82,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",07-12-2020,0.31,81,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",08-12-2020,1.1,82,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",09-12-2020,0.35,81,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",10-12-2020,0,80,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",11-12-2020,,79,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",12-12-2020,,80,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",13-12-2020,,80,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",14-12-2020,,80,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",15-12-2020,,83,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",16-12-2020,0.12,82,87,74
IN020040900,"MADRAS MINAMBAKKAM, IN",17-12-2020,0.31,82,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",18-12-2020,0,81,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",19-12-2020,0,81,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",20-12-2020,,81,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",21-12-2020,,79,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",22-12-2020,,77,85,69
IN020040900,"MADRAS MINAMBAKKAM, IN",23-12-2020,,78,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",24-12-2020,,78,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",25-12-2020,,78,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",26-12-2020,,79,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",27-12-2020,,79,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",28-12-2020,,80,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",29-12-2020,,81,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",30-12-2020,,81,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",31-12-2020,,81,,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-01-2021,0,80,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",02-01-2021,,78,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-01-2021,,79,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",04-01-2021,,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",05-01-2021,1.77,76,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-01-2021,4.96,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-01-2021,1.85,80,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",08-01-2021,0.03,79,84,75
IN020040900,"MADRAS MINAMBAKKAM, IN",09-01-2021,0,81,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",10-01-2021,,81,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",11-01-2021,0.08,81,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",12-01-2021,0,80,86,76
IN020040900,"MADRAS MINAMBAKKAM, IN",13-01-2021,,80,86,74
IN020040900,"MADRAS MINAMBAKKAM, IN",14-01-2021,,80,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",15-01-2021,,80,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",16-01-2021,,78,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",17-01-2021,,78,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",18-01-2021,,78,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",19-01-2021,,80,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",20-01-2021,,79,88,74
IN020040900,"MADRAS MINAMBAKKAM, IN",21-01-2021,,81,89,74
IN020040900,"MADRAS MINAMBAKKAM, IN",22-01-2021,,81,,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-01-2021,,79,90,73
IN020040900,"MADRAS MINAMBAKKAM, IN",24-01-2021,,79,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",25-01-2021,,79,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",26-01-2021,,78,88,69
IN020040900,"MADRAS MINAMBAKKAM, IN",27-01-2021,,78,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",28-01-2021,,79,87,72
IN020040900,"MADRAS MINAMBAKKAM, IN",29-01-2021,,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-01-2021,,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-01-2021,,79,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-02-2021,,80,87,72
IN020040900,"MADRAS MINAMBAKKAM, IN",02-02-2021,,80,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-02-2021,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-02-2021,,78,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-02-2021,,77,87,68
IN020040900,"MADRAS MINAMBAKKAM, IN",06-02-2021,,77,,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-02-2021,,77,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",08-02-2021,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-02-2021,0,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-02-2021,,78,86,69
IN020040900,"MADRAS MINAMBAKKAM, IN",13-02-2021,,76,,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-02-2021,,77,86,69
IN020040900,"MADRAS MINAMBAKKAM, IN",15-02-2021,,77,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",16-02-2021,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-02-2021,,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-02-2021,,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-02-2021,,80,87,73
IN020040900,"MADRAS MINAMBAKKAM, IN",21-02-2021,,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-02-2021,0,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-02-2021,,79,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-02-2021,,79,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-02-2021,,79,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-02-2021,,80,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",27-02-2021,,80,94,71
IN020040900,"MADRAS MINAMBAKKAM, IN",28-02-2021,,79,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-03-2021,,81,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",02-03-2021,,80,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-03-2021,,80,93,71
IN020040900,"MADRAS MINAMBAKKAM, IN",04-03-2021,,79,94,71
IN020040900,"MADRAS MINAMBAKKAM, IN",05-03-2021,,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-03-2021,,81,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-03-2021,,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",08-03-2021,,82,94,74
IN020040900,"MADRAS MINAMBAKKAM, IN",09-03-2021,,83,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-03-2021,,82,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-03-2021,,82,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-03-2021,,80,93,73
IN020040900,"MADRAS MINAMBAKKAM, IN",13-03-2021,,81,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-03-2021,,82,,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-03-2021,,82,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-03-2021,,81,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-03-2021,,81,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-03-2021,,82,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-03-2021,,81,92,73
IN020040900,"MADRAS MINAMBAKKAM, IN",20-03-2021,,81,,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-03-2021,,83,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",22-03-2021,,83,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-03-2021,,82,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-03-2021,,83,,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-03-2021,,83,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",26-03-2021,,84,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-03-2021,,84,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-03-2021,,85,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",29-03-2021,,85,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-03-2021,,87,,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-03-2021,,88,106,81
IN020040900,"MADRAS MINAMBAKKAM, IN",01-04-2021,,88,103,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-04-2021,,90,,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-04-2021,,87,107,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-04-2021,,86,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-04-2021,,85,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-04-2021,,85,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-04-2021,,84,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-04-2021,,84,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",09-04-2021,,84,97,77
IN020040900,"MADRAS MINAMBAKKAM, IN",10-04-2021,,85,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-04-2021,,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-04-2021,,86,95,
